Requisition Number,Recorded by,Received Date,Received Time,Status,Status Text,Status Date,Status Time,Priority,Priority Text,Category,Category Text,Problem,Problem Text,Department,Department Text,Division,Division Text,Related Asset Type,After Hours,Call Back Requested,Billing Flag,Projected Start Date,Facility Building,Facility Building Text,Location,Location Text,Primary Residence,Street Number,Street Direction,Street Name,Street Type,Street Suffix,Street 2 Direction,Street 2 Name,Street 2 Type,Other Location Information
18-000677,PublicWebUser,11/27/2018 0:00,1/1/1900 11:04,951,WO Cancelled,12/11/2018 0:00,1/1/1900 8:14,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000675,PublicWebUser,11/26/2018 0:00,1/1/1900 15:32,998,WO Completed,11/29/2018 0:00,1/1/1900 15:00,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/26/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000674,PublicWebUser,11/26/2018 0:00,1/1/1900 15:08,999,Completed,2/15/2019 0:00,1/1/1900 9:32,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,6/25/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000671,PublicWebUser,11/26/2018 0:00,1/1/1900 11:03,998,WO Completed,12/21/2018 0:00,1/1/1900 14:30,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/1/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000665,PublicWebUser,11/26/2018 0:00,1/1/1900 8:16,999,Completed,12/11/2018 0:00,1/1/1900 8:14,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000664,PublicWebUser,11/25/2018 0:00,1/1/1900 7:19,998,WO Completed,11/29/2018 0:00,1/1/1900 14:59,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/26/2018 0:00,,,8,Fire Station #3,FALSE,,,,,,,,,
18-000661,PublicWebUser,11/20/2018 0:00,1/1/1900 9:14,998,WO Completed,11/29/2018 0:00,1/1/1900 14:59,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/19/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000659,PublicWebUser,11/19/2018 0:00,1/1/1900 18:33,998,WO Completed,11/29/2018 0:00,1/1/1900 14:58,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/19/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000658,PublicWebUser,11/19/2018 0:00,1/1/1900 12:32,951,WO Cancelled,11/20/2018 0:00,1/1/1900 13:51,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,2,Urbana Public Works,FALSE,,,,,,,,,
18-000657,PublicWebUser,11/19/2018 0:00,1/1/1900 11:14,998,WO Completed,12/5/2018 0:00,1/1/1900 15:02,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/19/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000656,PublicWebUser,11/19/2018 0:00,1/1/1900 9:39,998,WO Completed,12/18/2018 0:00,1/1/1900 11:33,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/10/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000654,PublicWebUser,11/16/2018 0:00,1/1/1900 12:00,999,Completed,2/13/2019 0:00,1/1/1900 14:55,1,High,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,6/25/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000653,PublicWebUser,11/15/2018 0:00,1/1/1900 12:30,2,Assigned to WO,11/20/2018 0:00,1/1/1900 15:07,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,6/25/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000650,PublicWebUser,11/14/2018 0:00,1/1/1900 13:22,998,WO Completed,11/20/2018 0:00,1/1/1900 13:53,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/19/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000649,BackgroundTaskUser,11/14/2018 0:00,1/1/1900 11:40,1,New Request,11/14/2018 0:00,1/1/1900 11:40,,,,,EX14,Dangerous Animal,,,ZZ_ANIMAL,Animal/Police,,FALSE,,FALSE,,,,,,FALSE,1776,,"E Washington St, Urbana, IL, 61802",,,,,,
18-000648,PublicWebUser,11/14/2018 0:00,1/1/1900 10:16,998,WO Completed,11/20/2018 0:00,1/1/1900 15:09,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/13/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000647,PublicWebUser,11/13/2018 0:00,1/1/1900 16:33,1,New Request,11/13/2018 0:00,1/1/1900 16:33,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000646,PublicWebUser,11/13/2018 0:00,1/1/1900 14:59,998,WO Completed,12/20/2018 0:00,1/1/1900 8:47,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/10/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000644,PublicWebUser,11/13/2018 0:00,1/1/1900 7:58,998,WO Completed,12/5/2018 0:00,1/1/1900 14:57,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/26/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000643,PublicWebUser,11/9/2018 0:00,1/1/1900 16:15,1,New Request,11/9/2018 0:00,1/1/1900 16:15,,,FM6000,Building,FACP999,New Internal Facilities Request,,,FAC,Facilities,Facility Building,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000642,PublicWebUser,11/9/2018 0:00,1/1/1900 10:41,998,WO Completed,11/16/2018 0:00,1/1/1900 15:30,1,High,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/14/2018 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
18-000641,PublicWebUser,11/9/2018 0:00,1/1/1900 10:27,998,WO Completed,12/5/2018 0:00,1/1/1900 14:56,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/26/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000637,PublicWebUser,11/7/2018 0:00,1/1/1900 13:06,951,WO Cancelled,11/20/2018 0:00,1/1/1900 14:58,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000636,PublicWebUser,11/7/2018 0:00,1/1/1900 13:05,998,WO Completed,11/9/2018 0:00,1/1/1900 11:25,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/6/2018 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
18-000627,PublicWebUser,11/2/2018 0:00,1/1/1900 14:59,998,WO Completed,11/9/2018 0:00,1/1/1900 11:22,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/5/2018 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
18-000625,PublicWebUser,11/2/2018 0:00,1/1/1900 9:57,998,WO Completed,11/16/2018 0:00,1/1/1900 14:29,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/29/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000612,PublicWebUser,10/30/2018 0:00,1/1/1900 7:44,2,Assigned to WO,11/9/2018 0:00,1/1/1900 9:45,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,6/25/2018 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
18-000607,PublicWebUser,10/29/2018 0:00,1/1/1900 9:13,998,WO Completed,11/29/2018 0:00,1/1/1900 14:33,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/19/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000605,PublicWebUser,10/26/2018 0:00,1/1/1900 7:56,998,WO Completed,10/31/2018 0:00,1/1/1900 12:47,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/29/2018 0:00,,,10,LRC Shop,FALSE,,,,,,,,,
18-000604,PublicWebUser,10/26/2018 0:00,1/1/1900 6:26,998,WO Completed,10/31/2018 0:00,1/1/1900 12:46,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/24/2018 0:00,,,10,LRC Shop,FALSE,,,,,,,,,
18-000601,PublicWebUser,10/25/2018 0:00,1/1/1900 10:31,998,WO Completed,10/31/2018 0:00,1/1/1900 12:55,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/22/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000600,PublicWebUser,10/24/2018 0:00,1/1/1900 14:20,998,WO Completed,10/31/2018 0:00,1/1/1900 12:46,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/24/2018 0:00,,,10,LRC Shop,FALSE,,,,,,,,,
18-000599,PublicWebUser,10/24/2018 0:00,1/1/1900 13:14,998,WO Completed,10/31/2018 0:00,1/1/1900 12:58,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/22/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000598,PublicWebUser,10/24/2018 0:00,1/1/1900 13:12,998,WO Completed,11/9/2018 0:00,1/1/1900 11:13,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/29/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000597,PublicWebUser,10/24/2018 0:00,1/1/1900 13:11,998,WO Completed,10/31/2018 0:00,1/1/1900 12:57,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/22/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000579,PublicWebUser,10/22/2018 0:00,1/1/1900 11:30,998,WO Completed,11/9/2018 0:00,1/1/1900 11:15,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/30/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000577,PublicWebUser,10/22/2018 0:00,1/1/1900 10:34,998,WO Completed,11/9/2018 0:00,1/1/1900 11:18,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/29/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000571,PublicWebUser,10/19/2018 0:00,1/1/1900 15:43,998,WO Completed,10/31/2018 0:00,1/1/1900 12:56,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/22/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000570,PublicWebUser,10/19/2018 0:00,1/1/1900 14:32,951,WO Cancelled,11/20/2018 0:00,1/1/1900 14:58,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000569,PublicWebUser,10/18/2018 0:00,1/1/1900 16:07,998,WO Completed,10/31/2018 0:00,1/1/1900 13:00,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/19/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000554,PublicWebUser,10/16/2018 0:00,1/1/1900 14:29,998,WO Completed,10/18/2018 0:00,1/1/1900 13:25,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/17/2018 0:00,,,8,Fire Station #3,FALSE,,,,,,,,,
18-000548,PublicWebUser,10/12/2018 0:00,1/1/1900 12:22,998,WO Completed,10/18/2018 0:00,1/1/1900 13:22,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/16/2018 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
18-000545,PublicWebUser,10/12/2018 0:00,1/1/1900 10:47,998,WO Completed,11/20/2018 0:00,1/1/1900 15:11,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/13/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000543,PublicWebUser,10/10/2018 0:00,1/1/1900 16:23,951,WO Cancelled,10/18/2018 0:00,1/1/1900 13:17,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000541,Person 3,10/10/2018 0:00,1/1/1900 14:40,1,New Request,10/10/2018 0:00,1/1/1900 14:40,,,STM,Street  Maintenance,STP17,Trip Hazard,,,OPST,Streets,No Inventory Item,FALSE,,FALSE,,,,,,FALSE,2409,,Grange,Dr,,,,,
18-000540,Person 4,10/10/2018 0:00,1/1/1900 13:43,1,New Request,10/10/2018 0:00,1/1/1900 13:43,1,High,STM,Street  Maintenance,STP17,Trip Hazard,,,OPST,Streets,No Inventory Item,FALSE,,FALSE,,,,,,FALSE,2024,S,Race,St,,W,George Huff,Dr,Ramp is at northeast corner of intersection of Race and George Huff
18-000532,PublicWebUser,10/9/2018 0:00,1/1/1900 11:06,998,WO Completed,10/10/2018 0:00,1/1/1900 7:04,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/9/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000525,PublicWebUser,10/5/2018 0:00,1/1/1900 13:10,2,Assigned to WO,10/18/2018 0:00,1/1/1900 13:41,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,6/25/2018 0:00,,,8,Fire Station #3,FALSE,,,,,,,,,
18-000524,PublicWebUser,10/5/2018 0:00,1/1/1900 11:05,951,WO Cancelled,10/18/2018 0:00,1/1/1900 13:17,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000516,PublicWebUser,10/4/2018 0:00,1/1/1900 8:39,951,WO Cancelled,10/18/2018 0:00,1/1/1900 13:18,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,7,Fire Station #2,FALSE,,,,,,,,,
18-000510,PublicWebUser,10/2/2018 0:00,1/1/1900 7:25,951,WO Cancelled,10/18/2018 0:00,1/1/1900 13:17,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,7,Fire Station #2,FALSE,,,,,,,,,
18-000509,PublicWebUser,10/2/2018 0:00,1/1/1900 7:25,998,WO Completed,10/24/2018 0:00,1/1/1900 14:35,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,7,Fire Station #2,FALSE,,,,,,,,,
18-000508,PublicWebUser,9/28/2018 0:00,1/1/1900 13:18,998,WO Completed,10/3/2018 0:00,1/1/1900 14:51,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/1/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000504,PublicWebUser,9/28/2018 0:00,1/1/1900 7:50,951,WO Cancelled,10/18/2018 0:00,1/1/1900 13:18,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,8,Fire Station #3,FALSE,,,,,,,,,
18-000503,PublicWebUser,9/27/2018 0:00,1/1/1900 15:50,998,WO Completed,10/3/2018 0:00,1/1/1900 14:54,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,9/28/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000495,Person 15,9/26/2018 0:00,1/1/1900 8:21,998,WO Completed,10/5/2018 0:00,1/1/1900 13:30,,,STM,Street  Maintenance,STP17,Trip Hazard,,,OPST,Streets,No Inventory Item,FALSE,,FALSE,9/25/2018 0:00,,,,,FALSE,1503,,Curtiss,Dr,,,,,
18-000493,PublicWebUser,9/26/2018 0:00,1/1/1900 7:46,999,Completed,10/3/2018 0:00,1/1/1900 7:16,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,17,Tri-Star Property,FALSE,,,,,,,,,
18-000489,PublicWebUser,9/24/2018 0:00,1/1/1900 15:49,951,WO Cancelled,10/18/2018 0:00,1/1/1900 13:18,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000487,PublicWebUser,9/24/2018 0:00,1/1/1900 15:11,998,WO Completed,10/18/2018 0:00,1/1/1900 13:28,3,Low,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/10/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000486,PublicWebUser,9/23/2018 0:00,1/1/1900 16:42,998,WO Completed,10/31/2018 0:00,1/1/1900 12:36,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/29/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000485,PublicWebUser,9/21/2018 0:00,1/1/1900 14:33,998,WO Completed,11/20/2018 0:00,1/1/1900 15:13,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/29/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000484,PublicWebUser,9/21/2018 0:00,1/1/1900 14:20,998,WO Completed,11/9/2018 0:00,1/1/1900 11:25,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,10/10/2018 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
18-000481,PublicWebUser,9/21/2018 0:00,1/1/1900 10:42,998,WO Completed,9/24/2018 0:00,1/1/1900 14:52,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,9/24/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000480,PublicWebUser,9/21/2018 0:00,1/1/1900 10:09,999,Completed,2/13/2019 0:00,1/1/1900 14:45,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,6/25/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000473,PublicWebUser,9/19/2018 0:00,1/1/1900 14:56,998,WO Completed,9/27/2018 0:00,1/1/1900 14:24,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,9/26/2018 0:00,,,6,Parking Deck,FALSE,,,,,,,,,
18-000467,PublicWebUser,9/19/2018 0:00,1/1/1900 7:52,998,WO Completed,9/19/2018 0:00,1/1/1900 13:57,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,9/19/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000463,PublicWebUser,9/17/2018 0:00,1/1/1900 17:47,998,WO Completed,9/19/2018 0:00,1/1/1900 13:57,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,9/19/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000462,PublicWebUser,9/17/2018 0:00,1/1/1900 16:25,951,WO Cancelled,9/19/2018 0:00,1/1/1900 14:12,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000459,PublicWebUser,9/17/2018 0:00,1/1/1900 15:54,998,WO Completed,9/19/2018 0:00,1/1/1900 13:46,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,9/18/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000449,PublicWebUser,9/17/2018 0:00,1/1/1900 9:04,998,WO Completed,9/19/2018 0:00,1/1/1900 13:48,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,9/18/2018 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
18-000448,PublicWebUser,9/14/2018 0:00,1/1/1900 15:59,999,Completed,9/17/2018 0:00,1/1/1900 8:23,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000443,PublicWebUser,9/14/2018 0:00,1/1/1900 12:34,998,WO Completed,9/14/2018 0:00,1/1/1900 14:55,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,9/14/2018 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
18-000442,PublicWebUser,9/14/2018 0:00,1/1/1900 10:45,998,WO Completed,12/14/2018 0:00,1/1/1900 12:48,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/10/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000440,PublicWebUser,9/14/2018 0:00,1/1/1900 9:45,999,Completed,9/17/2018 0:00,1/1/1900 8:19,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,7,Fire Station #2,FALSE,,,,,,,,,
18-000435,PublicWebUser,9/13/2018 0:00,1/1/1900 9:00,998,WO Completed,12/10/2018 0:00,1/1/1900 14:07,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/26/2018 0:00,,,9,Urbana Storage Facility,FALSE,,,,,,,,,
18-000431,PublicWebUser,9/12/2018 0:00,1/1/1900 13:36,2,Assigned to WO,9/17/2018 0:00,1/1/1900 8:20,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,6/25/2018 0:00,,,7,Fire Station #2,FALSE,,,,,,,,,
18-000430,PublicWebUser,9/12/2018 0:00,1/1/1900 13:33,951,WO Cancelled,2/12/2019 0:00,1/1/1900 14:52,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000429,PublicWebUser,9/12/2018 0:00,1/1/1900 12:01,951,WO Cancelled,9/19/2018 0:00,1/1/1900 14:13,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000423,PublicWebUser,9/11/2018 0:00,1/1/1900 10:37,998,WO Completed,9/19/2018 0:00,1/1/1900 13:50,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,9/13/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000422,PublicWebUser,9/11/2018 0:00,1/1/1900 9:25,999,Completed,10/3/2018 0:00,1/1/1900 7:21,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,7,Fire Station #2,FALSE,,,,,,,,,
18-000412,PublicWebUser,9/7/2018 0:00,1/1/1900 8:11,1,New Request,9/7/2018 0:00,1/1/1900 8:11,,,FM6000,Building,FACP999,New Internal Facilities Request,,,FAC,Facilities,Facility Building,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000408,Person 3,9/5/2018 0:00,1/1/1900 9:54,1,New Request,9/5/2018 0:00,1/1/1900 9:54,,,STM,Street  Maintenance,,,,,,,No Inventory Item,FALSE,,FALSE,,,,,,FALSE,,,,,,,,,
18-000398,PublicWebUser,8/31/2018 0:00,1/1/1900 14:03,998,WO Completed,2/6/2019 0:00,1/1/1900 15:52,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/6/2019 0:00,,,8,Fire Station #3,FALSE,,,,,,,,,
18-000383,Person 16,8/29/2018 0:00,1/1/1900 7:46,998,WO Completed,2/4/2019 0:00,1/1/1900 14:23,,,FMEQP,Facilities Equipment,,,,,FAC,Facilities,Equipment,FALSE,,FALSE,1/2/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000376,PublicWebUser,8/28/2018 0:00,1/1/1900 14:22,998,WO Completed,8/30/2018 0:00,1/1/1900 7:03,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,8/29/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000371,PublicWebUser,8/28/2018 0:00,1/1/1900 12:20,998,WO Completed,8/30/2018 0:00,1/1/1900 7:03,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,8/29/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
