Work Order Number,Creation Date,Start Date,End Date,Duration Actual(Hrs),Status Date,Task Code,Task Text,Resource Type,Resource Type Text,Resource,Resource Text,Unit Cost,Units,Total Cost,Default Unit Cost,Grand Total Units,Unit Cost-Regular Time,Unit Cost-Overtime,Override Unit Cost,Grand Total Cost,Time Cost,Time Cost Text,Unit of Measure,Unit of Measure Text,Additional Description
18-000816,8/20/2018,8/24/2018,8/24/2018,56,8/31/2018,STT36,Special Event Festival_Fair,2,Equipment,PW41,2011 FORD F250,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-000961,7/2/2019,7/3/2019,7/3/2019,32,7/5/2019,STT37,Special Event Parade,2,Equipment,PW41,2011 FORD F250,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-000961,7/2/2019,7/4/2019,7/4/2019,32,7/5/2019,STT37,Special Event Parade,2,Equipment,PW41,2011 FORD F250,12.93,7,90.51,12.93,7,12.93,19.395,,90.51,1,REGULAR TIME,,,
19-000961,7/2/2019,7/5/2019,7/5/2019,32,7/5/2019,STT37,Special Event Parade,2,Equipment,PW41,2011 FORD F250,12.93,6,77.58,12.93,6,12.93,19.395,,77.58,1,REGULAR TIME,,,
19-000427,3/12/2019,3/17/2019,3/17/2019,0,3/19/2019,STT37,Special Event Parade,2,Equipment,PW41,2011 FORD F250,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
18-000979,8/31/2018,9/3/2018,9/3/2018,24,9/4/2018,STT37,Special Event Parade,2,Equipment,PW41,2011 FORD F250,12.93,3,38.79,12.93,3,12.93,19.395,,38.79,1,REGULAR TIME,,,
18-000182,6/29/2018,6/29/2018,,0,7/5/2018,STT37,Special Event Parade,2,Equipment,PW41,2011 FORD F250,12.93,16,206.88,12.93,16,12.93,19.395,,206.88,1,REGULAR TIME,,,
18-002083,12/11/2018,12/7/2018,12/7/2018,0,12/11/2018,STT40,Special Event Other,2,Equipment,PW41,2011 FORD F250,12.93,2,25.86,12.93,2,12.93,19.395,,25.86,1,REGULAR TIME,,,
18-002043,12/7/2018,12/7/2018,12/7/2018,0,12/7/2018,STT40,Special Event Other,2,Equipment,PW41,2011 FORD F250,12.93,2,25.86,12.93,2,12.93,19.395,,25.86,1,REGULAR TIME,,,
19-000774,5/20/2019,5/17/2019,5/17/2019,0,5/20/2019,STT43,Special Event Traffic_Crowd Control,2,Equipment,PW41,2011 FORD F250,12.93,6,77.58,12.93,6,12.93,19.395,,77.58,1,REGULAR TIME,,,
19-000589,4/5/2019,4/5/2019,4/5/2019,24,4/15/2019,STT43,Special Event Traffic_Crowd Control,2,Equipment,PW41,2011 FORD F250,12.93,1,12.93,12.93,1,12.93,19.395,,12.93,1,REGULAR TIME,,,
19-000763,5/15/2019,5/15/2019,5/15/2019,0,5/15/2019,STT52,Debris Removal,2,Equipment,PW41,2011 FORD F250,12.93,0,0,12.93,0,12.93,19.395,,0,1,REGULAR TIME,,,
19-000940,7/1/2019,6/30/2019,6/30/2019,0,7/1/2019,SWCT60,E-Man Callout,2,Equipment,PW41,2011 FORD F250,12.93,6,77.58,12.93,6,12.93,19.395,,77.58,1,REGULAR TIME,,,
19-000651,4/23/2019,4/22/2019,4/22/2019,0,4/23/2019,SWCT60,E-Man Callout,2,Equipment,PW41,2011 FORD F250,19.395,5,96.98,12.93,5,12.93,19.395,,96.98,2,OVERTIME,,,
19-000807,6/4/2019,5/26/2019,5/26/2019,8,6/4/2019,SWT34,Debris Removal,2,Equipment,PW41,2011 FORD F250,19.395,12.5,242.44,12.93,12.5,12.93,19.395,,242.44,2,OVERTIME,,,
19-000807,6/4/2019,5/27/2019,5/27/2019,8,6/4/2019,SWT34,Debris Removal,2,Equipment,PW41,2011 FORD F250,19.395,9.5,184.25,12.93,9.5,12.93,19.395,,184.25,2,OVERTIME,,,
18-002174,12/27/2018,12/27/2018,12/27/2018,0,1/2/2019,SWT6,Manhole/Inlet Cleaning,2,Equipment,PW41,2011 FORD F250,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-000572,4/1/2019,,,24,4/5/2019,FACT016,other,2,Equipment,PW42,2011 FORD F150,12.93,3,38.79,12.93,3,12.93,19.395,,38.79,1,REGULAR TIME,,,
18-002203,12/28/2018,12/20/2018,12/20/2018,0,12/28/2018,ST25,Trash_Spill_Animal Removal,2,Equipment,PW42,2011 FORD F150,12.93,2,25.86,12.93,2,12.93,19.395,,25.86,1,REGULAR TIME,,,
18-002185,12/27/2018,12/12/2018,12/12/2018,0,12/27/2018,ST31,Debris Removal,2,Equipment,PW42,2011 FORD F150,12.93,3,38.79,12.93,3,12.93,19.395,,38.79,1,REGULAR TIME,,,
19-000939,7/1/2019,6/25/2019,6/25/2019,32,7/1/2019,STT30,Pavement Markings,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-000939,7/1/2019,6/26/2019,6/26/2019,32,7/1/2019,STT30,Pavement Markings,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-000939,7/1/2019,6/27/2019,6/27/2019,32,7/1/2019,STT30,Pavement Markings,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-000939,7/1/2019,6/28/2019,6/28/2019,32,7/1/2019,STT30,Pavement Markings,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-000837,6/12/2019,6/11/2019,6/11/2019,24,6/14/2019,STT30,Pavement Markings,2,Equipment,PW42,2011 FORD F150,12.93,7,90.51,12.93,7,12.93,19.395,,90.51,1,REGULAR TIME,,,
19-000837,6/12/2019,6/12/2019,6/12/2019,24,6/14/2019,STT30,Pavement Markings,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-000837,6/12/2019,6/13/2019,6/13/2019,24,6/14/2019,STT30,Pavement Markings,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-000837,6/12/2019,6/14/2019,6/14/2019,24,6/14/2019,STT30,Pavement Markings,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-000820,6/7/2019,6/6/2019,6/6/2019,8,6/7/2019,STT30,Pavement Markings,2,Equipment,PW42,2011 FORD F150,12.93,3,38.79,12.93,3,12.93,19.395,,38.79,1,REGULAR TIME,,,
19-000748,5/14/2019,5/15/2019,5/15/2019,32,5/17/2019,STT30,Pavement Markings,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-000711,5/7/2019,5/6/2019,5/6/2019,32,5/10/2019,STT30,Pavement Markings,2,Equipment,PW42,2011 FORD F150,12.93,3,38.79,12.93,3,12.93,19.395,,38.79,1,REGULAR TIME,,,
19-000711,5/7/2019,5/7/2019,5/7/2019,32,5/10/2019,STT30,Pavement Markings,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-000997,7/15/2019,7/12/2019,7/12/2019,24,7/15/2019,STT35,Special Event Run_Walk_Bike,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-000649,4/23/2019,4/25/2019,4/25/2019,224,5/8/2019,STT35,Special Event Run_Walk_Bike,2,Equipment,PW42,2011 FORD F150,12.93,5,64.65,12.93,5,12.93,19.395,,64.65,1,REGULAR TIME,,,
19-000649,4/23/2019,4/27/2019,4/27/2019,224,5/8/2019,STT35,Special Event Run_Walk_Bike,2,Equipment,PW42,2011 FORD F150,12.93,6,77.58,12.93,6,12.93,19.395,,77.58,1,REGULAR TIME,,,
18-000421,7/18/2018,7/22/2018,7/23/2018,8,7/23/2018,STT35,Special Event Run_Walk_Bike,2,Equipment,PW42,2011 FORD F150,19.395,2,38.79,12.93,2,12.93,19.395,,38.79,2,OVERTIME,,,
19-001289,8/21/2019,8/22/2019,8/22/2019,56,8/21/2019,STT36,Special Event Festival_Fair,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-001289,8/21/2019,8/23/2019,8/23/2019,56,8/21/2019,STT36,Special Event Festival_Fair,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-001289,8/21/2019,8/25/2019,8/25/2019,56,8/21/2019,STT36,Special Event Festival_Fair,2,Equipment,PW42,2011 FORD F150,12.93,7,90.51,12.93,7,12.93,19.395,,90.51,1,REGULAR TIME,,,
19-001289,8/21/2019,8/24/2019,8/24/2019,56,8/21/2019,STT36,Special Event Festival_Fair,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-000911,6/24/2019,6/22/2019,6/22/2019,80,6/24/2019,STT36,Special Event Festival_Fair,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-000821,6/7/2019,6/7/2019,6/7/2019,24,6/10/2019,STT36,Special Event Festival_Fair,2,Equipment,PW42,2011 FORD F150,12.93,7,90.51,12.93,7,12.93,19.395,,90.51,1,REGULAR TIME,,,
19-000749,5/14/2019,5/25/2019,5/25/2019,128,6/3/2019,STT36,Special Event Festival_Fair,2,Equipment,PW42,2011 FORD F150,19.395,4,77.58,12.93,4,12.93,19.395,,77.58,2,OVERTIME,,,
18-000816,8/20/2018,8/20/2018,8/20/2018,56,8/31/2018,STT36,Special Event Festival_Fair,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
18-000816,8/20/2018,8/25/2018,8/25/2018,56,8/31/2018,STT36,Special Event Festival_Fair,2,Equipment,PW42,2011 FORD F150,12.93,2.5,32.33,12.93,2.5,12.93,19.395,,32.33,1,REGULAR TIME,,,
18-000816,8/20/2018,8/24/2018,8/24/2018,56,8/31/2018,STT36,Special Event Festival_Fair,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
18-000816,8/20/2018,8/26/2018,8/26/2018,56,8/31/2018,STT36,Special Event Festival_Fair,2,Equipment,PW42,2011 FORD F150,12.93,5,64.65,12.93,5,12.93,19.395,,64.65,1,REGULAR TIME,,,
19-000961,7/2/2019,7/2/2019,7/2/2019,32,7/5/2019,STT37,Special Event Parade,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-000961,7/2/2019,7/3/2019,7/3/2019,32,7/5/2019,STT37,Special Event Parade,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
18-000979,8/31/2018,8/31/2018,8/31/2018,24,9/4/2018,STT37,Special Event Parade,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
18-000979,8/31/2018,9/3/2018,9/3/2018,24,9/4/2018,STT37,Special Event Parade,2,Equipment,PW42,2011 FORD F150,12.93,3,38.79,12.93,3,12.93,19.395,,38.79,1,REGULAR TIME,,,
18-000182,6/29/2018,6/29/2018,,0,7/5/2018,STT37,Special Event Parade,2,Equipment,PW42,2011 FORD F150,12.93,24,310.32,12.93,24,12.93,19.395,,310.32,1,REGULAR TIME,,,
19-000546,3/27/2019,9/29/2019,9/29/2019,24,3/27/2019,STT43,Special Event Traffic_Crowd Control,2,Equipment,PW42,2011 FORD F150,12.93,3,38.79,12.93,3,12.93,19.395,,38.79,1,REGULAR TIME,,,
19-000528,3/25/2019,9/26/2019,9/26/2019,24,3/25/2019,STT43,Special Event Traffic_Crowd Control,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-000528,3/25/2019,9/29/2019,9/29/2019,24,3/25/2019,STT43,Special Event Traffic_Crowd Control,2,Equipment,PW42,2011 FORD F150,19.395,4,77.58,12.93,4,12.93,19.395,,77.58,2,OVERTIME,,,
18-000275,7/9/2018,7/6/2018,7/6/2018,24,7/9/2018,STT43,Special Event Traffic_Crowd Control,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
18-000275,7/9/2018,7/9/2018,7/9/2018,24,7/9/2018,STT43,Special Event Traffic_Crowd Control,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-000389,3/1/2019,2/22/2019,2/22/2019,0,3/1/2019,SWT11,Sewer Cleaning,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
18-000527,7/25/2018,7/19/2018,7/19/2018,40,9/17/2018,SWT11,Sewer Cleaning,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-000807,6/4/2019,5/27/2019,5/27/2019,8,6/4/2019,SWT34,Debris Removal,2,Equipment,PW42,2011 FORD F150,19.395,9.5,184.25,12.93,9.5,12.93,19.395,,184.25,2,OVERTIME,,,
18-001046,9/14/2018,9/13/2018,,0,9/14/2018,SWT34,Debris Removal,2,Equipment,PW42,2011 FORD F150,12.93,1,12.93,12.93,1,12.93,19.395,,12.93,1,REGULAR TIME,,,
18-002174,12/27/2018,12/27/2018,12/27/2018,0,1/2/2019,SWT6,Manhole/Inlet Cleaning,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
18-001772,11/1/2018,11/1/2018,11/1/2018,0,11/7/2018,SWT6,Manhole/Inlet Cleaning,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
18-001089,9/19/2018,7/29/2018,7/29/2018,0,9/19/2018,SWT6,Manhole/Inlet Cleaning,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
18-001045,9/14/2018,9/6/2018,9/6/2018,0,9/14/2018,SWT6,Manhole/Inlet Cleaning,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
18-001012,9/6/2018,9/5/2018,9/5/2018,0,9/6/2018,SWT6,Manhole/Inlet Cleaning,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-000852,6/14/2019,6/13/2019,6/13/2019,0,6/14/2019,UCRT,U Cart Delivery,2,Equipment,PW42,2011 FORD F150,12.93,2.5,32.33,12.93,2.5,12.93,19.395,,32.33,1,REGULAR TIME,,,
19-000423,3/11/2019,3/11/2019,3/11/2019,0,3/11/2019,UCRT,U Cart Delivery,2,Equipment,PW42,2011 FORD F150,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
18-000362,7/13/2018,7/13/2018,7/13/2018,0,7/13/2018,UCRT,U Cart Delivery,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
18-000274,7/9/2018,7/9/2018,7/9/2018,0,7/9/2018,UCRT,U Cart Delivery,2,Equipment,PW42,2011 FORD F150,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-000207,2/6/2019,2/1/2019,2/1/2019,0,2/6/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW44,2014 KUBOTA RTV-X1100C,24.62,2.5,61.55,24.62,2.5,24.62,36.93,,61.55,1,REGULAR TIME,,,
19-000206,2/6/2019,1/28/2019,1/28/2019,0,2/6/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW44,2014 KUBOTA RTV-X1100C,24.62,3,73.86,24.62,3,24.62,36.93,,73.86,1,REGULAR TIME,,,
19-000192,2/6/2019,1/26/2019,1/26/2019,0,2/7/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW44,2014 KUBOTA RTV-X1100C,24.62,2,49.24,24.62,2,24.62,36.93,,49.24,1,REGULAR TIME,,,
19-000190,2/6/2019,1/19/2019,1/22/2019,24,2/6/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW44,2014 KUBOTA RTV-X1100C,24.62,3.5,86.17,24.62,3.5,24.62,36.93,,86.17,1,REGULAR TIME,,,
19-000187,2/6/2019,1/12/2019,1/16/2019,32,2/6/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW44,2014 KUBOTA RTV-X1100C,24.62,9.5,233.89,24.62,9.5,24.62,36.93,,233.89,1,REGULAR TIME,,,
18-000934,8/27/2018,8/27/2018,8/27/2018,0,2/18/2019,STT42,Special Event Electrical Set_up,2,Equipment,PW44,2014 KUBOTA RTV-X1100C,24.62,1,24.62,24.62,1,24.62,36.93,,24.62,1,REGULAR TIME,,,
18-000931,8/27/2018,8/25/2018,8/26/2018,8,12/21/2018,STT42,Special Event Electrical Set_up,2,Equipment,PW44,2014 KUBOTA RTV-X1100C,24.62,4.3,105.87,24.62,4.3,24.62,36.93,,105.87,1,REGULAR TIME,,,
18-000927,8/27/2018,8/24/2018,8/24/2018,0,12/21/2018,STT42,Special Event Electrical Set_up,2,Equipment,PW44,2014 KUBOTA RTV-X1100C,24.62,14,344.68,24.62,14,24.62,36.93,,344.68,1,REGULAR TIME,,,
19-000239,2/8/2019,2/5/2019,,0,2/8/2019,SWCT60,E-Man Callout,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,59.46,2,118.92,39.64,2,39.64,59.46,,118.92,2,OVERTIME,,,
18-001975,11/30/2018,11/25/2018,11/25/2018,0,1/4/2019,SWCT60,E-Man Callout,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,2,79.28,39.64,2,39.64,59.46,,79.28,1,REGULAR TIME,,,
19-000265,2/11/2019,2/11/2019,2/11/2019,0,2/11/2019,SWT1,Inspect Manhole/Inlet,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,2,79.28,39.64,2,39.64,59.46,,79.28,1,REGULAR TIME,,,
19-001316,8/27/2019,8/28/2019,8/28/2019,0,8/29/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,0,0,39.64,0,39.64,59.46,,0,1,REGULAR TIME,,,
19-000765,5/16/2019,,,0,8/27/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,0,0,39.64,0,39.64,59.46,,0,1,REGULAR TIME,,,
19-000639,4/17/2019,,,0,4/17/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,0,0,39.64,0,39.64,59.46,,0,1,REGULAR TIME,,,
19-000638,4/17/2019,,,0,4/18/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,0,0,39.64,0,39.64,59.46,,0,1,REGULAR TIME,,,
19-000631,4/16/2019,,4/23/2019,0,4/23/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,8,317.12,39.64,8,39.64,59.46,,317.12,1,REGULAR TIME,,,
19-000576,4/2/2019,4/2/2019,4/2/2019,0,4/2/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
19-000575,4/2/2019,4/2/2019,4/2/2019,0,4/2/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
19-000574,4/2/2019,4/2/2019,4/2/2019,0,4/2/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
19-000543,3/27/2019,3/27/2019,3/27/2019,0,3/27/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,2,79.28,39.64,2,39.64,59.46,,79.28,1,REGULAR TIME,,,
19-000529,3/25/2019,3/25/2019,3/25/2019,0,3/25/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,6,237.84,39.64,6,39.64,59.46,,237.84,1,REGULAR TIME,,,
19-000460,3/19/2019,3/19/2019,3/19/2019,8,3/21/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
19-000434,3/14/2019,3/14/2019,3/14/2019,0,3/19/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
19-000422,3/11/2019,4/10/2019,4/23/2019,0,8/30/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,7,277.48,39.64,7,39.64,59.46,,277.48,1,REGULAR TIME,,,
19-000409,3/5/2019,3/5/2019,3/5/2019,0,3/5/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
19-000391,3/1/2019,2/26/2019,2/26/2019,224,3/1/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,3,118.92,39.64,3,39.64,59.46,,118.92,1,REGULAR TIME,,,
19-000390,3/1/2019,2/25/2019,2/25/2019,0,3/1/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,8,317.12,39.64,8,39.64,59.46,,317.12,1,REGULAR TIME,,,
19-000389,3/1/2019,2/22/2019,2/22/2019,0,3/1/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,8,317.12,39.64,8,39.64,59.46,,317.12,1,REGULAR TIME,,,
19-000321,2/15/2019,2/19/2019,,48,3/1/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,2,79.28,39.64,2,39.64,59.46,,79.28,1,REGULAR TIME,,,
19-000284,2/13/2019,2/13/2019,2/13/2019,0,2/13/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
19-000266,2/11/2019,2/11/2019,2/11/2019,0,2/11/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
19-000261,2/11/2019,2/11/2019,2/11/2019,0,2/11/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
19-000216,2/7/2019,2/7/2019,2/7/2019,0,2/7/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,2,79.28,39.64,2,39.64,59.46,,79.28,1,REGULAR TIME,,,
19-000006,1/3/2019,1/2/2019,1/2/2019,0,1/3/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,2,79.28,39.64,2,39.64,59.46,,79.28,1,REGULAR TIME,,,
18-002181,12/27/2018,12/27/2018,12/27/2018,0,1/4/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
18-002178,12/27/2018,12/27/2018,12/27/2018,0,1/4/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
18-002145,12/21/2018,12/21/2018,12/21/2018,0,12/21/2018,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,2,79.28,39.64,2,39.64,59.46,,79.28,1,REGULAR TIME,,,
18-002066,12/10/2018,12/10/2018,12/10/2018,0,12/10/2018,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
18-002010,12/6/2018,12/1/2018,12/1/2018,0,12/6/2018,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,59.46,2,118.92,39.64,2,39.64,59.46,,118.92,2,OVERTIME,,,
18-002007,12/6/2018,11/26/2018,11/26/2018,0,12/6/2018,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
18-001981,12/3/2018,12/3/2018,12/3/2018,0,1/4/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,2,79.28,39.64,2,39.64,59.46,,79.28,1,REGULAR TIME,,,
18-001952,11/29/2018,11/29/2018,11/29/2018,0,1/4/2019,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
18-001622,10/25/2018,10/25/2018,10/25/2018,0,11/7/2018,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,3,118.92,39.64,3,39.64,59.46,,118.92,1,REGULAR TIME,,,
18-001462,10/15/2018,10/15/2018,10/15/2018,0,11/7/2018,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,8,317.12,39.64,8,39.64,59.46,,317.12,1,REGULAR TIME,,,
18-001414,10/10/2018,10/10/2018,10/10/2018,0,11/7/2018,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,1,39.64,39.64,1,39.64,59.46,,39.64,1,REGULAR TIME,,,
18-001389,10/8/2018,10/8/2018,10/8/2018,0,11/7/2018,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,2,79.28,39.64,2,39.64,59.46,,79.28,1,REGULAR TIME,,,
18-001290,9/28/2018,9/28/2018,9/28/2018,0,11/7/2018,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,3,118.92,39.64,3,39.64,59.46,,118.92,1,REGULAR TIME,,,
18-001263,9/26/2018,10/1/2018,10/1/2018,0,11/7/2018,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,4,158.56,39.64,4,39.64,59.46,,158.56,1,REGULAR TIME,,,
18-001257,9/26/2018,9/26/2018,9/26/2018,0,11/7/2018,SWT11,Sewer Cleaning,2,Equipment,PW45,2014 KENWORTH T440 VACTOR,39.64,2,79.28,39.64,2,39.64,59.46,,79.28,1,REGULAR TIME,,,
